Fraud_Case_ID,Transaction_ID,Fraud_Flag,Risk_Score,Detection_Method,Case_Status
2006542,10331333,0,0.291,Rule,Confirmed
2006543,10065611,0,0.567,Manual,Closed
2006544,10082732,0,0.901,ML Model,Confirmed
2006545,10160319,0,0.373,Rule,Confirmed
2006546,10118876,0,0.947,ML Model,Closed
2006547,10248671,0,0.26,ML Model,False Positive
2006548,10069101,0,0.487,ML Model,False Positive
2006549,10341273,0,0.07,Rule,Closed
2006550,10312325,0,0.966,ML Model,Confirmed
2006551,10286960,0,0.66,ML Model,False Positive
2006552,10343278,0,0.774,Rule,Confirmed
2006553,10255158,0,0.61,Rule,Open
2006554,10324394,0,0.143,Manual,Closed
2006555,10358550,0,0.868,ML Model,Closed
2006556,10006492,0,0.067,Rule,Confirmed
2006557,10041262,0,0.734,ML Model,False Positive
2006558,10089814,0,0.959,Manual,Confirmed
2006559,10226115,0,0.248,Rule,False Positive
2006560,10215109,0,0.501,Rule,False Positive
2006561,10308868,0,0.135,Manual,Closed
2006562,10247703,0,0.544,Manual,False Positive
2006563,10219664,1,0.635,Manual,Closed
2006564,10254187,0,0.086,Manual,Confirmed
2006565,10237715,0,0.476,Rule,Open
2006566,10101196,0,0.61,Rule,False Positive
2006567,10256971,0,0.402,Rule,False Positive
2006568,10140782,0,0.0,Manual,False Positive
2006569,10095124,0,0.656,ML Model,Closed
2006570,10183706,0,0.011,ML Model,Confirmed
2006571,10243993,0,0.622,ML Model,Open
2006572,10011964,0,0.759,ML Model,Open
2006573,10250957,0,0.569,Rule,False Positive
2006574,10193204,0,0.405,ML Model,Closed
2006575,10145891,0,0.241,Manual,Open
2006576,10253276,1,0.35,Manual,False Positive
2006577,10190527,0,0.82,ML Model,False Positive
2006578,10185702,0,0.659,Rule,False Positive
2006579,10090999,0,0.519,Rule,Open
2006580,10013731,0,0.351,Rule,Closed
2006581,10164094,0,0.541,Manual,Closed
2006582,10155208,0,0.888,Manual,Open
2006583,10002351,0,0.965,Manual,Closed
2006584,10196917,1,0.017,ML Model,Open
2006585,10244667,0,0.219,Rule,False Positive
2006586,10121527,0,0.6,Manual,Closed
2006587,10270155,0,0.017,Rule,Open
2006588,10381526,0,0.553,Manual,Closed
2006589,10202010,1,0.339,Rule,Confirmed
2006590,10091736,0,0.809,ML Model,Closed
2006591,10096629,0,0.025,Manual,Open
2006592,10354739,0,0.888,Manual,Open
2006593,10235853,0,0.739,Rule,Confirmed
2006594,10121754,0,0.467,Rule,False Positive
2006595,10399059,0,0.372,ML Model,Confirmed
2006596,10331824,0,0.925,Manual,False Positive
2006597,10191902,1,0.642,Manual,Confirmed
2006598,10376099,0,0.004,ML Model,False Positive
2006599,10374494,0,0.8,ML Model,False Positive
2006600,10070046,0,0.041,Manual,Open
2006601,10069595,0,0.727,ML Model,Open
2006602,10010048,0,0.534,ML Model,False Positive
2006603,10027415,0,0.359,Rule,Open
2006604,10221789,0,0.708,Manual,Open
2006605,10317743,0,0.577,ML Model,Open
2006606,10352413,0,0.858,Rule,False Positive
2006607,10344020,0,0.643,Rule,Closed
2006608,10073867,0,0.197,ML Model,Confirmed
2006609,10374458,0,0.766,Rule,False Positive
2006610,10352112,1,0.06,Manual,Confirmed
2006611,10288389,0,0.717,Rule,Closed
2006612,10182857,0,0.776,Manual,Confirmed
2006613,10265084,0,0.287,Rule,False Positive
2006614,10397971,0,0.687,Rule,Open
2006615,10152955,0,0.571,Rule,Open
2006616,10384797,0,0.773,ML Model,Confirmed
2006617,10133878,0,0.201,Rule,Confirmed
2006618,10239276,1,0.084,ML Model,False Positive
2006619,10337333,0,0.154,Rule,Closed
2006620,10305238,0,0.949,ML Model,Open
2006621,10355449,0,0.063,ML Model,False Positive
2006622,10305128,0,0.019,Rule,Closed
2006623,10331642,0,0.615,Rule,False Positive
2006624,10211992,0,0.391,ML Model,Open
2006625,10144275,0,0.857,ML Model,False Positive
2006626,10167529,0,0.868,Manual,Open
2006627,10052138,0,0.525,Rule,Open
2006628,10322128,1,0.601,Manual,Closed
2006629,10209234,0,0.809,Manual,Confirmed
2006630,10220354,0,0.191,Rule,Confirmed
2006631,10030738,0,0.737,Manual,Confirmed
2006632,10048835,0,0.295,Manual,Closed
2006633,10363588,0,0.173,Manual,Confirmed
2006634,10028967,0,0.27,Rule,Closed
2006635,10185889,0,0.275,Rule,Closed
2006636,10095087,0,0.556,Manual,Confirmed
2006637,10143392,0,0.724,ML Model,Open
2006638,10238491,0,0.289,ML Model,Open
2006639,10375364,0,0.517,ML Model,Confirmed
2006640,10307003,0,0.289,Rule,Open
2006641,10069498,0,0.145,Manual,Open
2006642,10325020,0,0.72,Manual,Open
2006643,10063805,0,0.842,ML Model,Open
2006644,10033663,0,0.204,ML Model,Open
2006645,10268484,0,0.374,Rule,Open
2006646,10355948,0,0.491,Rule,Confirmed
2006647,10343789,0,0.846,Manual,Closed
2006648,10336985,0,0.428,Manual,Closed
2006649,10268480,0,0.617,ML Model,Open
2006650,10083130,0,0.285,ML Model,Open
2006651,10182741,0,0.292,Rule,Open
2006652,10008567,1,0.904,Rule,False Positive
2006653,10261919,0,0.507,Rule,Confirmed
2006654,10287575,0,0.805,Manual,Confirmed
2006655,10073443,0,0.916,Rule,Confirmed
2006656,10330689,0,0.102,Manual,Confirmed
2006657,10206440,0,0.622,Manual,False Positive
2006658,10062761,0,0.77,Rule,Closed
2006659,10186725,0,0.175,Manual,Confirmed
2006660,10041093,0,0.253,Rule,Open
2006661,10254165,0,0.336,Manual,Closed
2006662,10218790,0,0.36,Rule,False Positive
2006663,10185447,0,0.888,ML Model,Confirmed
2006664,10278990,0,0.476,Rule,Closed
2006665,10223060,0,0.267,Rule,Open
2006666,10321589,0,0.568,Rule,Confirmed
2006667,10386148,0,0.644,Rule,Open
2006668,10300958,0,0.051,Rule,False Positive
2006669,10185868,0,0.212,Rule,Confirmed
2006670,10210514,0,0.686,Rule,Confirmed
2006671,10373566,0,0.29,ML Model,Confirmed
2006672,10253929,0,0.702,ML Model,Confirmed
2006673,10189114,0,0.062,ML Model,Closed
2006674,10082240,0,0.182,Manual,False Positive
2006675,10275385,0,0.456,Rule,Closed
2006676,10129051,0,0.759,Manual,Closed
2006677,10196718,0,0.309,Manual,Closed
2006678,10115448,0,0.19,ML Model,False Positive
2006679,10221824,0,0.267,Rule,Closed
2006680,10148470,0,0.867,Manual,Confirmed
2006681,10098585,0,0.099,ML Model,Closed
2006682,10140209,0,0.249,Manual,Confirmed
2006683,10388551,0,0.154,Rule,False Positive
2006684,10362179,0,0.934,Manual,Closed
2006685,10313825,0,0.153,Manual,Confirmed
2006686,10046318,0,0.333,ML Model,Open
2006687,10365030,0,0.31,Rule,Open
2006688,10229138,0,0.526,Manual,Open
2006689,10223506,0,0.432,Rule,False Positive
2006690,10126472,0,0.988,Rule,Confirmed
2006691,10320834,0,0.609,Rule,Open
2006692,10351195,1,0.829,Manual,Closed
2006693,10046625,0,0.656,Rule,Closed
2006694,10134949,0,0.899,Rule,Confirmed
2006695,10122633,0,0.916,ML Model,Closed
2006696,10313578,0,0.527,Rule,Closed
2006697,10024977,0,0.746,ML Model,Confirmed
2006698,10398280,0,0.863,Rule,Closed
2006699,10033564,0,0.556,ML Model,False Positive
2006700,10077003,0,0.119,ML Model,False Positive
2006701,10015999,0,0.773,ML Model,Open
2006702,10353916,0,0.926,ML Model,Open
2006703,10051151,0,0.436,Manual,Confirmed
2006704,10170354,0,0.614,ML Model,Open
2006705,10302497,0,0.96,Rule,Open
2006706,10358698,0,0.36,Rule,False Positive
2006707,10334141,0,0.653,Rule,False Positive
2006708,10349814,0,0.812,ML Model,Closed
2006709,10081800,0,0.658,Manual,Open
2006710,10015463,0,0.102,ML Model,Open
2006711,10018562,0,0.03,Rule,Confirmed
2006712,10396645,0,0.479,Rule,False Positive
2006713,10396786,0,0.351,Rule,Open
2006714,10053612,0,0.451,Manual,Confirmed
2006715,10116438,0,0.598,Manual,Open
2006716,10338203,0,0.472,ML Model,Confirmed
2006717,10165171,0,0.475,ML Model,Confirmed
2006718,10090968,0,0.958,Manual,Closed
2006719,10216890,0,0.058,Manual,Confirmed
2006720,10359901,0,0.198,Manual,Open
2006721,10385482,0,0.912,Rule,Open
2006722,10234328,0,0.348,ML Model,Closed
2006723,10120311,0,0.82,Manual,Closed
2006724,10156881,0,0.332,Manual,Confirmed
2006725,10342126,0,0.075,ML Model,False Positive
2006726,10006195,0,0.084,Rule,Closed
2006727,10037097,0,0.068,Rule,Confirmed
2006728,10016416,0,0.145,Manual,False Positive
2006729,10380787,0,0.803,ML Model,False Positive
2006730,10351647,0,0.65,ML Model,Open
2006731,10311286,0,0.244,Manual,Open
2006732,10102000,0,0.323,ML Model,Open
2006733,10212107,0,0.488,Rule,Closed
2006734,10153057,0,0.629,ML Model,Open
2006735,10330279,0,0.662,Manual,Open
2006736,10386221,0,0.988,Rule,Closed
2006737,10043017,0,0.83,Rule,Closed
2006738,10199180,0,0.502,Rule,Closed
2006739,10331784,0,0.885,ML Model,Confirmed
2006740,10034564,0,0.21,Rule,False Positive
2006741,10023164,0,0.539,ML Model,Confirmed
2006742,10236167,0,0.887,Manual,Closed
2006743,10338241,0,0.296,Manual,Confirmed
2006744,10305404,0,0.78,Manual,Closed
2006745,10152731,0,0.757,Rule,Closed
2006746,10038901,0,0.524,Manual,False Positive
2006747,10081512,0,0.657,ML Model,Open
2006748,10237262,0,0.951,ML Model,False Positive
2006749,10220234,0,0.773,Manual,Open
2006750,10109616,0,0.254,Manual,Closed
2006751,10153233,0,0.777,Manual,False Positive
2006752,10135081,1,0.995,Rule,Open
2006753,10081242,0,0.635,ML Model,Open
2006754,10255744,0,0.4,Manual,False Positive
2006755,10126390,0,0.649,ML Model,Confirmed
2006756,10328821,0,0.705,Rule,False Positive
2006757,10144974,0,0.397,Manual,Confirmed
2006758,10148252,0,0.98,ML Model,Open
2006759,10137103,1,0.317,Manual,Open
2006760,10321535,0,0.744,Manual,Closed
2006761,10270289,0,0.531,Rule,Open
2006762,10180146,0,0.69,Rule,Closed
2006763,10168214,0,0.607,ML Model,Confirmed
2006764,10117432,0,0.779,Manual,Confirmed
2006765,10125426,1,0.501,Rule,False Positive
2006766,10099265,0,0.399,Manual,Confirmed
2006767,10130426,0,0.818,Manual,False Positive
2006768,10179388,0,0.807,ML Model,Open
2006769,10284079,0,0.474,Manual,Closed
2006770,10022300,1,0.527,ML Model,Open
2006771,10312364,0,0.558,Rule,False Positive
2006772,10055040,0,0.426,Rule,Confirmed
2006773,10019217,0,0.316,ML Model,False Positive
2006774,10378101,0,0.864,Rule,Closed
2006775,10343603,0,0.907,Manual,Open
2006776,10299087,0,0.67,Manual,Closed
2006777,10001030,0,0.804,ML Model,Confirmed
2006778,10029662,0,0.528,Manual,Open
2006779,10395488,0,0.913,Rule,Open
2006780,10233891,0,0.102,Manual,Closed
2006781,10379770,0,0.13,ML Model,Closed
2006782,10393738,0,0.716,Manual,Confirmed
2006783,10257236,0,0.221,ML Model,Closed
2006784,10203446,0,0.117,ML Model,False Positive
2006785,10194621,0,0.754,Manual,Open
2006786,10310148,0,0.516,Manual,Closed
2006787,10123632,1,0.213,Rule,Confirmed
2006788,10183053,0,0.002,ML Model,Closed
2006789,10056206,0,0.904,Rule,Confirmed
2006790,10081473,0,0.861,ML Model,False Positive
2006791,10233593,0,0.767,ML Model,Closed
2006792,10186892,1,0.94,Manual,False Positive
2006793,10326219,0,0.443,ML Model,Closed
2006794,10396446,0,0.604,Manual,Closed
2006795,10114941,0,0.977,Manual,Closed
2006796,10046654,0,0.898,Manual,Open
2006797,10103014,0,0.507,Manual,False Positive
2006798,10016832,0,0.188,Manual,Open
2006799,10137408,0,0.7,ML Model,Confirmed
2006800,10185004,0,0.098,Rule,False Positive
2006801,10055917,0,0.397,ML Model,False Positive
2006802,10104396,0,0.223,ML Model,Open
2006803,10286384,0,0.277,Rule,Confirmed
2006804,10034554,0,0.21,Manual,False Positive
2006805,10016679,0,0.131,ML Model,Closed
2006806,10132266,0,0.715,Rule,False Positive
2006807,10235740,0,0.125,Manual,Open
2006808,10231637,0,0.978,Manual,Open
2006809,10114840,0,0.997,Rule,Confirmed
2006810,10321277,0,0.186,ML Model,Open
2006811,10363502,0,0.131,Manual,Confirmed
2006812,10156771,0,0.884,ML Model,Closed
2006813,10206159,0,0.81,ML Model,False Positive
2006814,10398173,1,0.029,Rule,False Positive
2006815,10127012,0,0.359,Rule,Open
2006816,10068642,0,0.853,ML Model,Open
2006817,10355665,0,0.496,Rule,Closed
2006818,10296822,0,0.531,Rule,Confirmed
2006819,10320190,0,0.685,Manual,Closed
2006820,10037210,0,0.273,Manual,False Positive
2006821,10382654,0,0.949,ML Model,Open
2006822,10192479,0,0.483,ML Model,Closed
2006823,10399408,0,0.075,ML Model,Open
2006824,10052772,0,0.433,ML Model,False Positive
2006825,10207220,0,0.818,Manual,False Positive
2006826,10194171,0,0.187,Rule,Open
2006827,10392638,0,0.06,Manual,Closed
2006828,10157754,1,0.544,Manual,False Positive
2006829,10366857,0,0.219,Manual,Confirmed
2006830,10194629,0,0.837,Manual,Closed
2006831,10005384,0,0.584,Manual,False Positive
2006832,10260660,0,0.552,ML Model,False Positive
2006833,10086490,0,0.99,ML Model,Open
2006834,10342803,0,0.325,ML Model,False Positive
2006835,10233931,0,0.077,Rule,Closed
2006836,10278430,0,0.18,Manual,False Positive
2006837,10305811,1,0.908,Rule,False Positive
2006838,10066719,1,0.394,Manual,Open
2006839,10153700,0,0.08,ML Model,Confirmed
2006840,10032861,0,0.987,ML Model,Closed
2006841,10260311,0,0.437,Manual,Closed
2006842,10044571,0,0.358,Rule,False Positive
2006843,10298875,0,0.616,Manual,Closed
2006844,10025157,0,0.811,ML Model,Closed
2006845,10025970,0,0.878,Rule,Confirmed
2006846,10208056,0,0.274,Manual,Open
2006847,10376889,0,0.453,Manual,False Positive
2006848,10368741,0,0.567,Rule,False Positive
2006849,10389061,1,0.074,ML Model,False Positive
2006850,10264419,0,0.174,Manual,Closed
2006851,10344826,0,0.964,Rule,False Positive
2006852,10143377,0,0.394,Manual,Open
2006853,10063214,0,0.9,Rule,False Positive
2006854,10311917,0,0.914,ML Model,Open
2006855,10317958,0,0.237,Rule,Closed
2006856,10218439,0,0.439,Manual,False Positive
2006857,10010114,0,0.135,Manual,Open
2006858,10221064,0,0.687,ML Model,Closed
2006859,10281325,0,0.16,Rule,Closed
2006860,10113922,0,0.243,ML Model,Open
2006861,10124147,0,0.324,Rule,Closed
2006862,10303334,0,0.987,ML Model,Confirmed
2006863,10048766,0,0.973,Rule,Closed
2006864,10313592,0,0.478,Manual,Closed
2006865,10225559,1,0.981,Manual,Confirmed
2006866,10262392,0,0.698,Manual,Closed
2006867,10045366,0,0.497,ML Model,Confirmed
2006868,10130635,0,0.161,Manual,Closed
2006869,10365879,0,0.595,Manual,False Positive
2006870,10023107,0,0.355,ML Model,False Positive
2006871,10121102,0,0.901,ML Model,Open
2006872,10342422,0,0.107,Manual,Confirmed
2006873,10294401,0,0.015,Manual,Confirmed
2006874,10135262,0,0.273,ML Model,False Positive
2006875,10379494,0,0.81,Rule,Open
2006876,10317716,0,0.327,Manual,Closed
2006877,10049315,0,0.954,Rule,False Positive
2006878,10051623,0,0.891,ML Model,Closed
2006879,10247545,0,0.642,Manual,Open
2006880,10336514,0,0.164,Manual,Confirmed
2006881,10306567,0,0.254,ML Model,Open
2006882,10286145,0,0.528,Manual,Closed
2006883,10210918,0,0.566,ML Model,Closed
2006884,10170549,0,0.18,ML Model,False Positive
2006885,10234091,0,0.907,Rule,Confirmed
2006886,10057858,0,0.848,Manual,Confirmed
2006887,10079981,0,0.801,Manual,False Positive
2006888,10001441,0,0.396,ML Model,False Positive
2006889,10288481,0,0.197,Manual,Confirmed
2006890,10059866,0,0.029,Rule,Closed
2006891,10249674,0,0.553,Manual,False Positive
2006892,10124386,0,0.2,ML Model,Open
2006893,10145354,0,0.255,Manual,Open
2006894,10158530,0,0.261,ML Model,Closed
2006895,10282589,0,0.764,Manual,Closed
2006896,10182475,0,0.438,Manual,False Positive
2006897,10380598,0,0.751,ML Model,Confirmed
2006898,10333542,0,0.627,Manual,Open
2006899,10132288,0,0.991,Manual,False Positive
2006900,10356862,1,0.887,ML Model,False Positive
2006901,10186142,0,0.98,ML Model,Open
2006902,10185877,0,0.271,Manual,Closed
2006903,10063404,0,0.479,Rule,Closed
2006904,10265298,0,0.475,Rule,False Positive
2006905,10165409,0,0.771,Rule,Closed
2006906,10264003,0,0.826,Manual,Confirmed
2006907,10173016,0,0.919,ML Model,False Positive
2006908,10365946,1,0.91,ML Model,Open
2006909,10005739,0,0.495,ML Model,Closed
2006910,10032651,0,0.998,Manual,Closed
2006911,10297379,0,0.839,Rule,False Positive
2006912,10343771,0,0.735,ML Model,False Positive
2006913,10094347,0,0.287,Rule,Open
2006914,10109747,0,0.144,ML Model,Confirmed
2006915,10269758,0,0.234,Manual,Confirmed
2006916,10121914,0,0.447,ML Model,Confirmed
2006917,10040043,0,0.393,ML Model,Confirmed
2006918,10100028,0,0.01,Rule,Closed
2006919,10118769,0,0.321,Rule,Confirmed
2006920,10038392,0,0.255,ML Model,Confirmed
2006921,10037249,0,0.413,Manual,Closed
2006922,10094680,0,0.644,Rule,Closed
2006923,10099237,1,0.725,Rule,Closed
2006924,10284222,0,0.801,Manual,False Positive
2006925,10259086,0,0.857,ML Model,Confirmed
2006926,10064009,1,0.176,ML Model,False Positive
2006927,10214453,0,0.43,ML Model,Confirmed
2006928,10198220,0,0.745,ML Model,Closed
2006929,10360485,0,0.166,Rule,False Positive
2006930,10225933,0,0.451,Manual,Confirmed
2006931,10022164,0,0.488,Rule,Confirmed
2006932,10254264,0,0.976,ML Model,False Positive
2006933,10219103,0,0.571,ML Model,Confirmed
2006934,10352080,1,0.602,Rule,False Positive
2006935,10159051,0,0.936,ML Model,Confirmed
2006936,10047643,0,0.024,ML Model,Confirmed
2006937,10188603,0,0.123,Rule,False Positive
2006938,10212482,0,0.252,Manual,False Positive
2006939,10023497,0,0.695,Manual,Confirmed
2006940,10356175,0,0.567,Rule,Open
2006941,10190579,0,0.605,ML Model,Confirmed
2006942,10169762,0,0.605,ML Model,Closed
2006943,10319842,0,0.056,Rule,Confirmed
2006944,10346553,0,0.43,Manual,Open
2006945,10372293,0,0.29,ML Model,Open
2006946,10049100,0,0.433,ML Model,Closed
2006947,10271860,0,0.489,Rule,Open
2006948,10181258,0,0.094,Rule,Confirmed
2006949,10141951,0,0.045,Manual,Open
2006950,10212311,0,0.342,Rule,Confirmed
2006951,10230807,0,0.244,ML Model,Open
2006952,10101968,0,0.983,ML Model,Open
2006953,10025813,0,0.634,ML Model,Closed
2006954,10373141,0,0.589,Manual,Open
2006955,10256608,0,0.471,Manual,Confirmed
2006956,10305051,0,0.214,Manual,Closed
2006957,10054019,0,0.695,Rule,Confirmed
2006958,10307428,0,0.215,Manual,Closed
2006959,10269484,0,0.421,ML Model,Closed
2006960,10214060,0,0.412,Rule,Confirmed
2006961,10259345,0,0.964,ML Model,Open
2006962,10307808,0,0.257,ML Model,False Positive
2006963,10097690,0,0.552,Rule,Confirmed
2006964,10197371,0,0.931,ML Model,Open
2006965,10119774,0,0.623,Rule,Open
2006966,10119876,1,0.08,Rule,Confirmed
2006967,10006586,0,0.891,Manual,False Positive
2006968,10350201,0,0.908,Manual,False Positive
2006969,10293579,0,0.577,Rule,Closed
2006970,10356886,0,0.426,Rule,False Positive
2006971,10322167,0,0.147,Manual,Closed
2006972,10305682,0,0.39,ML Model,Confirmed
2006973,10157983,0,0.031,Rule,False Positive
2006974,10293419,0,0.079,ML Model,Open
2006975,10155042,0,0.439,Rule,Confirmed
2006976,10124973,0,0.442,Manual,False Positive
2006977,10371971,0,0.033,Rule,Open
2006978,10368897,0,0.379,Rule,Closed
2006979,10085757,0,0.871,Manual,False Positive
2006980,10383455,0,0.721,Manual,Closed
2006981,10009014,0,0.875,Manual,Closed
2006982,10285272,0,0.041,Rule,False Positive
2006983,10364881,0,0.096,ML Model,Closed
2006984,10147207,0,0.817,Rule,Confirmed
2006985,10383767,0,0.659,Manual,Open
2006986,10003055,0,0.313,Manual,False Positive
2006987,10159206,0,0.527,ML Model,Confirmed
2006988,10119713,0,0.991,Rule,False Positive
2006989,10332966,0,0.238,ML Model,Open
2006990,10047568,0,0.54,Manual,Closed
2006991,10199055,0,0.077,Manual,Open
2006992,10207138,0,0.188,Manual,Open
2006993,10334869,0,0.999,ML Model,Open
2006994,10175635,0,0.557,Rule,Closed
2006995,10135879,0,0.05,Manual,Closed
2006996,10114559,1,0.707,Manual,False Positive
2006997,10046289,0,0.36,Rule,Open
2006998,10385876,0,0.857,ML Model,Open
2006999,10167270,0,0.502,ML Model,False Positive
2007000,10379107,0,0.784,ML Model,Open
2007001,10109928,0,0.23,ML Model,Confirmed
2007002,10177823,0,0.195,Rule,Confirmed
2007003,10394012,0,0.858,Rule,Confirmed
2007004,10383018,0,0.74,ML Model,Confirmed
2007005,10351079,0,0.395,Manual,Closed
2007006,10223201,0,0.941,ML Model,Closed
2007007,10156613,0,0.382,ML Model,Closed
2007008,10247627,0,0.908,Rule,False Positive
2007009,10034187,0,0.148,ML Model,Confirmed
2007010,10371854,0,0.402,ML Model,Closed
2007011,10051226,0,0.586,Manual,Open
2007012,10076136,1,0.912,Manual,Confirmed
2007013,10139673,0,0.541,Manual,Closed
2007014,10252611,1,0.738,Rule,Open
2007015,10377921,1,0.82,ML Model,Confirmed
2007016,10322532,0,0.356,Manual,Confirmed
2007017,10005378,0,0.175,Rule,Confirmed
2007018,10338933,0,0.216,Manual,Closed
2007019,10141553,0,0.119,Manual,False Positive
2007020,10334776,0,0.923,ML Model,Closed
2007021,10215358,1,0.855,ML Model,Closed
2007022,10391091,0,0.947,Manual,Open
2007023,10213646,1,0.08,ML Model,Confirmed
2007024,10053203,0,0.462,ML Model,Confirmed
2007025,10060043,0,0.771,ML Model,False Positive
